Trip_Id,Route_Id,Service_Cost,Construction_Cost,TimeStamp,Average_Speed,AvgCheckIn,AvgCheckOut,Average_Load
2780,174B-D,5933.3468968757100,15707.317073170700,13:00:00,40,28.035714285714300,26.785714285714300,1.25
2781,174B-D,5933.3468968757100,15707.317073170700,14:00:00,40,35.57142857142860,34.32142857142860,1.25
2782,174B-D,5933.3468968757100,15707.317073170700,15:00:00,40,31.589285714285700,30.339285714285700,1.25
2783,174B-D,5933.3468968757100,15707.317073170700,16:00:00,40,35.25,34.0,1.25
2784,174B-D,5933.3468968757100,15707.317073170700,17:00:00,40,35.5,34.25,1.25
2785,174B-U,5921.47259619845,15487.80487804880,06:00:00,40,40.25925925925930,38.96296296296300,1.2962962962963000
2786,174B-U,5921.47259619845,15487.80487804880,07:00:00,40,36.81481481481480,35.51851851851850,1.2962962962963000
2787,174B-U,5921.47259619845,15487.80487804880,08:00:00,40,34.2962962962963,33.0,1.2962962962963000
2788,174B-U,5921.47259619845,15487.80487804880,09:00:00,40,36.25925925925930,34.96296296296300,1.2962962962963000
2789,174B-U,5921.47259619845,15487.80487804880,10:00:00,40,35.888888888888900,34.592592592592600,1.2962962962963000
2790,174B-U,5921.47259619845,15487.80487804880,11:00:00,40,35.18518518518520,33.888888888888900,1.2962962962963000
2791,174B-U,5921.47259619845,15487.80487804880,12:00:00,40,36.51851851851850,35.22222222222220,1.2962962962963000
2792,174B-U,5921.47259619845,15487.80487804880,13:00:00,40,34.22222222222220,32.925925925925900,1.2962962962963000
2793,174B-U,5921.47259619845,15487.80487804880,14:00:00,40,31.333333333333300,30.037037037037000,1.2962962962963000
2794,174B-U,5921.47259619845,15487.80487804880,15:00:00,40,36.18518518518520,34.888888888888900,1.2962962962963000
2795,174B-U,5921.47259619845,15487.80487804880,16:00:00,40,39.44444444444440,38.148148148148100,1.2962962962963000
2796,174B-U,5921.47259619845,15487.80487804880,17:00:00,40,37.888888888888900,36.592592592592600,1.2962962962963000
2797,175-D,5491.512463672690,12304.878048780500,06:00:00,40,36.6,33.8,2.8
2798,175-D,5491.512463672690,12304.878048780500,07:00:00,40,37.36,34.56,2.8
2799,175-D,5491.512463672690,12304.878048780500,08:00:00,40,35.8,33.0,2.8
2800,175-D,5491.512463672690,12304.878048780500,09:00:00,40,41.56,38.76,2.8
2801,175-D,5491.512463672690,12304.878048780500,10:00:00,40,30.56,27.76,2.8
2802,175-D,5491.512463672690,12304.878048780500,11:00:00,40,37.08,34.28,2.8
2803,175-D,5491.512463672690,12304.878048780500,12:00:00,40,40.0,37.2,2.8
2804,175-D,5491.512463672690,12304.878048780500,13:00:00,40,36.28,33.48,2.8
2805,175-D,5491.512463672690,12304.878048780500,14:00:00,40,32.2,29.4,2.8
2806,175-D,5491.512463672690,12304.878048780500,15:00:00,40,39.24,36.44,2.8
2807,175-D,5491.512463672690,12304.878048780500,16:00:00,40,36.08,33.28,2.8
2808,175-D,5491.512463672690,12304.878048780500,17:00:00,40,32.76,29.96,2.8
2809,175-U,5495.799208015190,12304.878048780500,06:00:00,40,34.12,31.32,2.8
2810,175-U,5495.799208015190,12304.878048780500,07:00:00,40,31.88,29.08,2.8
2811,175-U,5495.799208015190,12304.878048780500,08:00:00,40,23.68,20.88,2.8
2812,175-U,5495.799208015190,12304.878048780500,09:00:00,40,38.32,35.52,2.8
2813,175-U,5495.799208015190,12304.878048780500,10:00:00,40,33.24,30.44,2.8
2814,175-U,5495.799208015190,12304.878048780500,11:00:00,40,26.0,23.2,2.8
2815,175-U,5495.799208015190,12304.878048780500,12:00:00,40,31.36,28.56,2.8
2816,175-U,5495.799208015190,12304.878048780500,13:00:00,40,34.88,32.08,2.8
2817,175-U,5495.799208015190,12304.878048780500,14:00:00,40,32.92,30.12,2.8
2818,175-U,5495.799208015190,12304.878048780500,15:00:00,40,36.2,33.4,2.8
2819,175-U,5495.799208015190,12304.878048780500,16:00:00,40,33.48,30.68,2.8
2820,175-U,5495.799208015190,12304.878048780500,17:00:00,40,30.04,27.24,2.8
2821,176-D,5484.309097937180,12524.39024390240,06:00:00,40,38.7037037037037,36.111111111111100,2.5925925925925900
2822,176-D,5484.309097937180,12524.39024390240,07:00:00,40,28.22222222222220,25.62962962962960,2.5925925925925900
2823,176-D,5484.309097937180,12524.39024390240,08:00:00,40,38.333333333333300,35.74074074074070,2.5925925925925900
2824,176-D,5484.309097937180,12524.39024390240,09:00:00,40,32.333333333333300,29.74074074074070,2.5925925925925900
2825,176-D,5484.309097937180,12524.39024390240,10:00:00,40,37.48148148148150,34.888888888888900,2.5925925925925900
2826,176-D,5484.309097937180,12524.39024390240,11:00:00,40,36.44444444444440,33.851851851851900,2.5925925925925900
2827,176-D,5484.309097937180,12524.39024390240,12:00:00,40,31.333333333333300,28.74074074074070,2.5925925925925900
2828,176-D,5484.309097937180,12524.39024390240,13:00:00,40,33.55555555555560,30.962962962963000,2.5925925925925900
2829,176-D,5484.309097937180,12524.39024390240,14:00:00,40,32.925925925925900,30.333333333333300,2.5925925925925900
2830,176-D,5484.309097937180,12524.39024390240,15:00:00,40,40.333333333333300,37.74074074074070,2.5925925925925900
2831,176-D,5484.309097937180,12524.39024390240,16:00:00,40,33.407407407407400,30.814814814814800,2.5925925925925900
2832,176-D,5484.309097937180,12524.39024390240,17:00:00,40,28.11111111111110,25.51851851851850,2.5925925925925900
2833,176-U,5500.23099713258,12524.39024390240,06:00:00,40,37.407407407407400,34.81481481481480,2.5925925925925900
2834,176-U,5500.23099713258,12524.39024390240,07:00:00,40,29.37037037037040,26.77777777777780,2.5925925925925900
2835,176-U,5500.23099713258,12524.39024390240,08:00:00,40,35.666666666666700,33.074074074074100,2.5925925925925900
2836,176-U,5500.23099713258,12524.39024390240,09:00:00,40,35.888888888888900,33.2962962962963,2.5925925925925900
2837,176-U,5500.23099713258,12524.39024390240,10:00:00,40,27.77777777777780,25.185185185185200,2.5925925925925900
2838,176-U,5500.23099713258,12524.39024390240,11:00:00,40,42.370370370370400,39.77777777777780,2.5925925925925900
2839,176-U,5500.23099713258,12524.39024390240,12:00:00,40,41.333333333333300,38.74074074074070,2.5925925925925900
2840,176-U,5500.23099713258,12524.39024390240,13:00:00,40,43.7037037037037,41.111111111111100,2.5925925925925900
2841,176-U,5500.23099713258,12524.39024390240,14:00:00,40,38.629629629629600,36.03703703703700,2.5925925925925900
2842,176-U,5500.23099713258,12524.39024390240,15:00:00,40,27.185185185185200,24.59259259259260,2.5925925925925900
2843,176-U,5500.23099713258,12524.39024390240,16:00:00,40,41.370370370370400,38.77777777777780,2.5925925925925900
2844,176-U,5500.23099713258,12524.39024390240,17:00:00,40,33.370370370370400,30.77777777777780,2.5925925925925900
2845,176A-D,5350.909959707880,11865.853658536600,06:00:00,40,26.333333333333300,23.0,3.3333333333333300
2846,176A-D,5350.909959707880,11865.853658536600,07:00:00,40,38.476190476190500,35.142857142857100,3.3333333333333300
2847,176A-D,5350.909959707880,11865.853658536600,08:00:00,40,42.904761904761900,39.57142857142860,3.3333333333333300
2848,176A-D,5350.909959707880,11865.853658536600,09:00:00,40,37.476190476190500,34.142857142857100,3.3333333333333300
2849,176A-D,5350.909959707880,11865.853658536600,10:00:00,40,35.904761904761900,32.57142857142860,3.3333333333333300
2850,176A-D,5350.909959707880,11865.853658536600,11:00:00,40,32.0,28.666666666666700,3.3333333333333300
2851,176A-D,5350.909959707880,11865.853658536600,12:00:00,40,30.666666666666700,27.333333333333300,3.3333333333333300
2852,176A-D,5350.909959707880,11865.853658536600,13:00:00,40,31.571428571428600,28.238095238095200,3.3333333333333300
2853,176A-D,5350.909959707880,11865.853658536600,14:00:00,40,36.95238095238100,33.61904761904760,3.3333333333333300
2854,176A-D,5350.909959707880,11865.853658536600,15:00:00,40,36.38095238095240,33.04761904761910,3.3333333333333300
2855,176A-D,5350.909959707880,11865.853658536600,16:00:00,40,30.952380952381000,27.61904761904760,3.3333333333333300
2856,176A-D,5350.909959707880,11865.853658536600,17:00:00,40,25.142857142857100,21.80952380952380,3.3333333333333300
2857,176A-U,5373.310934437690,11865.853658536600,06:00:00,40,35.76190476190480,32.42857142857140,3.3333333333333300
2858,176A-U,5373.310934437690,11865.853658536600,07:00:00,40,36.80952380952380,33.476190476190500,3.3333333333333300
2859,176A-U,5373.310934437690,11865.853658536600,08:00:00,40,29.904761904761900,26.571428571428600,3.3333333333333300
2860,176A-U,5373.310934437690,11865.853658536600,09:00:00,40,26.80952380952380,23.476190476190500,3.3333333333333300
2861,176A-U,5373.310934437690,11865.853658536600,10:00:00,40,38.95238095238100,35.61904761904760,3.3333333333333300
2862,176A-U,5373.310934437690,11865.853658536600,11:00:00,40,34.80952380952380,31.476190476190500,3.3333333333333300
2863,176A-U,5373.310934437690,11865.853658536600,12:00:00,40,35.285714285714300,31.952380952381000,3.3333333333333300
2864,176A-U,5373.310934437690,11865.853658536600,13:00:00,40,35.333333333333300,32.0,3.3333333333333300
2865,176A-U,5373.310934437690,11865.853658536600,14:00:00,40,33.523809523809500,30.19047619047620,3.3333333333333300
2866,176A-U,5373.310934437690,11865.853658536600,15:00:00,40,34.04761904761910,30.714285714285700,3.3333333333333300
2867,176A-U,5373.310934437690,11865.853658536600,16:00:00,40,36.904761904761900,33.57142857142860,3.3333333333333300
2868,176A-U,5373.310934437690,11865.853658536600,17:00:00,40,36.04761904761910,32.714285714285700,3.3333333333333300
2869,177-D,5230.965158961860,11646.341463414600,06:00:00,40,29.68421052631580,26.0,3.6842105263157900
2870,177-D,5230.965158961860,11646.341463414600,07:00:00,40,31.263157894736800,27.57894736842110,3.6842105263157900
2871,177-D,5230.965158961860,11646.341463414600,08:00:00,40,40.78947368421050,37.10526315789470,3.6842105263157900
2872,177-D,5230.965158961860,11646.341463414600,09:00:00,40,27.68421052631580,24.0,3.6842105263157900
2873,177-D,5230.965158961860,11646.341463414600,10:00:00,40,37.78947368421050,34.10526315789470,3.6842105263157900
2874,177-D,5230.965158961860,11646.341463414600,11:00:00,40,35.68421052631580,32.0,3.6842105263157900
2875,177-D,5230.965158961860,11646.341463414600,12:00:00,40,30.42105263157900,26.736842105263200,3.6842105263157900
2876,177-D,5230.965158961860,11646.341463414600,13:00:00,40,39.578947368421100,35.89473684210530,3.6842105263157900
2877,177-D,5230.965158961860,11646.341463414600,14:00:00,40,28.526315789473700,24.842105263157900,3.6842105263157900
2878,177-D,5230.965158961860,11646.341463414600,15:00:00,40,33.63157894736840,29.94736842105260,3.6842105263157900
2879,177-D,5230.965158961860,11646.341463414600,16:00:00,40,29.894736842105300,26.210526315789500,3.6842105263157900
2880,177-D,5230.965158961860,11646.341463414600,17:00:00,40,38.21052631578950,34.526315789473700,3.6842105263157900
2881,177-U,5225.710233825760,11536.585365853700,06:00:00,40,34.833333333333300,30.944444444444400,3.888888888888890
2882,177-U,5225.710233825760,11536.585365853700,07:00:00,40,33.77777777777780,29.88888888888890,3.888888888888890
2883,177-U,5225.710233825760,11536.585365853700,08:00:00,40,31.444444444444400,27.555555555555600,3.888888888888890
2884,177-U,5225.710233825760,11536.585365853700,09:00:00,40,32.22222222222220,28.333333333333300,3.888888888888890
2885,177-U,5225.710233825760,11536.585365853700,10:00:00,40,36.111111111111100,32.22222222222220,3.888888888888890
2886,177-U,5225.710233825760,11536.585365853700,11:00:00,40,31.666666666666700,27.77777777777780,3.888888888888890
2887,177-U,5225.710233825760,11536.585365853700,12:00:00,40,38.0,34.111111111111100,3.888888888888890
2888,177-U,5225.710233825760,11536.585365853700,13:00:00,40,40.72222222222220,36.833333333333300,3.888888888888890
2889,177-U,5225.710233825760,11536.585365853700,14:00:00,40,40.55555555555560,36.666666666666700,3.888888888888890
2890,177-U,5225.710233825760,11536.585365853700,15:00:00,40,33.5,29.61111111111110,3.888888888888890
2891,177-U,5225.710233825760,11536.585365853700,16:00:00,40,41.833333333333300,37.94444444444440,3.888888888888890
2892,177-U,5225.710233825760,11536.585365853700,17:00:00,40,28.666666666666700,24.77777777777780,3.888888888888890
2893,177A-D,5550.12060867638,13621.951219512200,06:00:00,40,34.67567567567570,32.78378378378380,1.8918918918918900
2894,177A-D,5550.12060867638,13621.951219512200,07:00:00,40,36.108108108108100,34.21621621621620,1.8918918918918900
2895,177A-D,5550.12060867638,13621.951219512200,08:00:00,40,39.810810810810800,37.91891891891890,1.8918918918918900
2896,177A-D,5550.12060867638,13621.951219512200,09:00:00,40,33.054054054054100,31.16216216216220,1.8918918918918900
2897,177A-D,5550.12060867638,13621.951219512200,10:00:00,40,37.08108108108110,35.189189189189200,1.8918918918918900
2898,177A-D,5550.12060867638,13621.951219512200,11:00:00,40,34.729729729729700,32.83783783783780,1.8918918918918900
2899,177A-D,5550.12060867638,13621.951219512200,12:00:00,40,39.21621621621620,37.32432432432430,1.8918918918918900
2900,177A-D,5550.12060867638,13621.951219512200,13:00:00,40,30.7027027027027,28.81081081081080,1.8918918918918900
2901,177A-D,5550.12060867638,13621.951219512200,14:00:00,40,38.54054054054050,36.648648648648600,1.8918918918918900
2902,177A-D,5550.12060867638,13621.951219512200,15:00:00,40,33.16216216216220,31.27027027027030,1.8918918918918900
2903,177A-D,5550.12060867638,13621.951219512200,16:00:00,40,39.62162162162160,37.729729729729700,1.8918918918918900
2904,177A-D,5550.12060867638,13621.951219512200,17:00:00,40,34.32432432432430,32.432432432432400,1.8918918918918900
2905,177A-U,5543.890207686430,13621.951219512200,06:00:00,40,30.675675675675700,28.783783783783800,1.8918918918918900
2906,177A-U,5543.890207686430,13621.951219512200,07:00:00,40,36.351351351351400,34.45945945945950,1.8918918918918900
2907,177A-U,5543.890207686430,13621.951219512200,08:00:00,40,41.5945945945946,39.7027027027027,1.8918918918918900
2908,177A-U,5543.890207686430,13621.951219512200,09:00:00,40,36.054054054054100,34.16216216216220,1.8918918918918900
2909,177A-U,5543.890207686430,13621.951219512200,10:00:00,40,34.945945945945900,33.054054054054100,1.8918918918918900
2910,177A-U,5543.890207686430,13621.951219512200,11:00:00,40,39.027027027027000,37.13513513513510,1.8918918918918900
2911,177A-U,5543.890207686430,13621.951219512200,12:00:00,40,37.513513513513500,35.62162162162160,1.8918918918918900
2912,177A-U,5543.890207686430,13621.951219512200,13:00:00,40,34.4054054054054,32.513513513513500,1.8918918918918900
2913,177A-U,5543.890207686430,13621.951219512200,14:00:00,40,38.648648648648600,36.75675675675680,1.8918918918918900
2914,177A-U,5543.890207686430,13621.951219512200,15:00:00,40,41.648648648648600,39.75675675675680,1.8918918918918900
2915,177A-U,5543.890207686430,13621.951219512200,16:00:00,40,35.67567567567570,33.78378378378380,1.8918918918918900
2916,177A-U,5543.890207686430,13621.951219512200,17:00:00,40,38.08108108108110,36.189189189189200,1.8918918918918900
2917,177B-D,5253.1467483944800,11865.853658536600,06:00:00,40,28.095238095238100,24.761904761904800,3.3333333333333300
2918,177B-D,5253.1467483944800,11865.853658536600,07:00:00,40,32.333333333333300,29.0,3.3333333333333300
2919,177B-D,5253.1467483944800,11865.853658536600,08:00:00,40,41.095238095238100,37.76190476190480,3.3333333333333300
2920,177B-D,5253.1467483944800,11865.853658536600,09:00:00,40,36.666666666666700,33.333333333333300,3.3333333333333300
2921,177B-D,5253.1467483944800,11865.853658536600,10:00:00,40,33.476190476190500,30.142857142857100,3.3333333333333300
2922,177B-D,5253.1467483944800,11865.853658536600,11:00:00,40,36.333333333333300,33.0,3.3333333333333300
2923,177B-D,5253.1467483944800,11865.853658536600,12:00:00,40,24.047619047619000,20.714285714285700,3.3333333333333300
2924,177B-D,5253.1467483944800,11865.853658536600,13:00:00,40,32.19047619047620,28.857142857142900,3.3333333333333300
2925,177B-D,5253.1467483944800,11865.853658536600,14:00:00,40,36.095238095238100,32.76190476190480,3.3333333333333300
2926,177B-D,5253.1467483944800,11865.853658536600,15:00:00,40,36.095238095238100,32.76190476190480,3.3333333333333300
2927,177B-D,5253.1467483944800,11865.853658536600,16:00:00,40,33.19047619047620,29.857142857142900,3.3333333333333300
2928,177B-D,5253.1467483944800,11865.853658536600,17:00:00,40,34.666666666666700,31.333333333333300,3.3333333333333300
2929,177B-U,5246.959959792460,11756.09756097560,06:00:00,40,36.4,32.9,3.5
2930,177B-U,5246.959959792460,11756.09756097560,07:00:00,40,31.0,27.5,3.5
2931,177B-U,5246.959959792460,11756.09756097560,08:00:00,40,35.55,32.05,3.5
2932,177B-U,5246.959959792460,11756.09756097560,09:00:00,40,31.05,27.55,3.5
2933,177B-U,5246.959959792460,11756.09756097560,10:00:00,40,35.3,31.8,3.5
2934,177B-U,5246.959959792460,11756.09756097560,11:00:00,40,42.5,39.0,3.5
2935,177B-U,5246.959959792460,11756.09756097560,12:00:00,40,33.4,29.9,3.5
2936,177B-U,5246.959959792460,11756.09756097560,13:00:00,40,38.95,35.45,3.5
2937,177B-U,5246.959959792460,11756.09756097560,14:00:00,40,32.35,28.85,3.5
2938,177B-U,5246.959959792460,11756.09756097560,15:00:00,40,30.9,27.4,3.5
2939,177B-U,5246.959959792460,11756.09756097560,16:00:00,40,27.35,23.85,3.5
2940,177B-U,5246.959959792460,11756.09756097560,17:00:00,40,35.4,31.9,3.5
2941,177D-D,5234.110454160410,11756.09756097560,06:00:00,40,36.15,32.65,3.5
2942,177D-D,5234.110454160410,11756.09756097560,07:00:00,40,45.65,42.15,3.5
2943,177D-D,5234.110454160410,11756.09756097560,08:00:00,40,36.75,33.25,3.5
2944,177D-D,5234.110454160410,11756.09756097560,09:00:00,40,39.3,35.8,3.5
2945,177D-D,5234.110454160410,11756.09756097560,10:00:00,40,27.85,24.35,3.5
2946,177D-D,5234.110454160410,11756.09756097560,11:00:00,40,32.75,29.25,3.5
2947,177D-D,5234.110454160410,11756.09756097560,12:00:00,40,36.4,32.9,3.5
2948,177D-D,5234.110454160410,11756.09756097560,13:00:00,40,38.55,35.05,3.5
2949,177D-D,5234.110454160410,11756.09756097560,14:00:00,40,27.55,24.05,3.5
2950,177D-D,5234.110454160410,11756.09756097560,15:00:00,40,37.1,33.6,3.5
2951,177D-D,5234.110454160410,11756.09756097560,16:00:00,40,33.85,30.35,3.5
2952,177D-D,5234.110454160410,11756.09756097560,17:00:00,40,40.15,36.65,3.5
2953,177D-U,5232.3567885703700,11646.341463414600,06:00:00,40,38.473684210526300,34.78947368421050,3.6842105263157900
2954,177D-U,5232.3567885703700,11646.341463414600,07:00:00,40,39.421052631578900,35.73684210526320,3.6842105263157900
2955,177D-U,5232.3567885703700,11646.341463414600,08:00:00,40,35.578947368421100,31.894736842105300,3.6842105263157900
2956,177D-U,5232.3567885703700,11646.341463414600,09:00:00,40,35.10526315789470,31.42105263157900,3.6842105263157900
2957,177D-U,5232.3567885703700,11646.341463414600,10:00:00,40,36.473684210526300,32.78947368421050,3.6842105263157900
2958,177D-U,5232.3567885703700,11646.341463414600,11:00:00,40,30.36842105263160,26.68421052631580,3.6842105263157900
2959,177D-U,5232.3567885703700,11646.341463414600,12:00:00,40,41.05263157894740,37.36842105263160,3.6842105263157900
2960,177D-U,5232.3567885703700,11646.341463414600,13:00:00,40,38.68421052631580,35.0,3.6842105263157900
2961,177D-U,5232.3567885703700,11646.341463414600,14:00:00,40,31.31578947368420,27.63157894736840,3.6842105263157900
2962,177D-U,5232.3567885703700,11646.341463414600,15:00:00,40,32.31578947368420,28.63157894736840,3.6842105263157900
2963,177D-U,5232.3567885703700,11646.341463414600,16:00:00,40,35.68421052631580,32.0,3.6842105263157900
2964,177D-U,5232.3567885703700,11646.341463414600,17:00:00,40,30.210526315789500,26.526315789473700,3.6842105263157900
2965,177K-D,5281.875656052200,11646.341463414600,06:00:00,40,41.21052631578950,37.526315789473700,3.6842105263157900
2966,177K-D,5281.875656052200,11646.341463414600,07:00:00,40,42.73684210526320,39.05263157894740,3.6842105263157900
2967,177K-D,5281.875656052200,11646.341463414600,08:00:00,40,37.26315789473680,33.578947368421100,3.6842105263157900
2968,177K-D,5281.875656052200,11646.341463414600,09:00:00,40,37.94736842105260,34.26315789473680,3.6842105263157900
2969,177K-D,5281.875656052200,11646.341463414600,10:00:00,40,34.63157894736840,30.94736842105260,3.6842105263157900
2970,177K-D,5281.875656052200,11646.341463414600,11:00:00,40,32.1578947368421,28.473684210526300,3.6842105263157900
2971,177K-D,5281.875656052200,11646.341463414600,12:00:00,40,30.157894736842100,26.473684210526300,3.6842105263157900
2972,177K-D,5281.875656052200,11646.341463414600,13:00:00,40,32.473684210526300,28.789473684210500,3.6842105263157900
2973,177K-D,5281.875656052200,11646.341463414600,14:00:00,40,31.157894736842100,27.473684210526300,3.6842105263157900
2974,177K-D,5281.875656052200,11646.341463414600,15:00:00,40,32.473684210526300,28.789473684210500,3.6842105263157900
2975,177K-D,5281.875656052200,11646.341463414600,16:00:00,40,33.0,29.31578947368420,3.6842105263157900
2976,177K-D,5281.875656052200,11646.341463414600,17:00:00,40,35.89473684210530,32.21052631578950,3.6842105263157900
2977,177K-U,5270.498200158420,11536.585365853700,06:00:00,40,36.111111111111100,32.22222222222220,3.888888888888890
2978,177K-U,5270.498200158420,11536.585365853700,07:00:00,40,33.55555555555560,29.666666666666700,3.888888888888890
2979,177K-U,5270.498200158420,11536.585365853700,08:00:00,40,32.44444444444440,28.555555555555600,3.888888888888890
2980,177K-U,5270.498200158420,11536.585365853700,09:00:00,40,34.22222222222220,30.333333333333300,3.888888888888890
2981,177K-U,5270.498200158420,11536.585365853700,10:00:00,40,45.05555555555560,41.166666666666700,3.888888888888890
2982,177K-U,5270.498200158420,11536.585365853700,11:00:00,40,33.611111111111100,29.72222222222220,3.888888888888890
2983,177K-U,5270.498200158420,11536.585365853700,12:00:00,40,28.666666666666700,24.77777777777780,3.888888888888890
2984,177K-U,5270.498200158420,11536.585365853700,13:00:00,40,33.94444444444440,30.055555555555600,3.888888888888890
2985,177K-U,5270.498200158420,11536.585365853700,14:00:00,40,40.833333333333300,36.94444444444440,3.888888888888890
2986,177K-U,5270.498200158420,11536.585365853700,15:00:00,40,43.666666666666700,39.77777777777780,3.888888888888890
2987,177K-U,5270.498200158420,11536.585365853700,16:00:00,40,32.05555555555560,28.166666666666700,3.888888888888890
2988,177K-U,5270.498200158420,11536.585365853700,17:00:00,40,27.88888888888890,24.0,3.888888888888890
2989,177M-D,5440.675934930270,12743.90243902440,06:00:00,40,38.310344827586200,35.89655172413790,2.413793103448280
2990,177M-D,5440.675934930270,12743.90243902440,07:00:00,40,38.793103448275900,36.37931034482760,2.413793103448280
2991,177M-D,5440.675934930270,12743.90243902440,08:00:00,40,32.51724137931030,30.103448275862100,2.413793103448280
2992,177M-D,5440.675934930270,12743.90243902440,09:00:00,40,38.3448275862069,35.93103448275860,2.413793103448280
2993,177M-D,5440.675934930270,12743.90243902440,10:00:00,40,37.689655172413800,35.275862068965500,2.413793103448280
2994,177M-D,5440.675934930270,12743.90243902440,11:00:00,40,27.20689655172410,24.79310344827590,2.413793103448280
2995,177M-D,5440.675934930270,12743.90243902440,12:00:00,40,33.06896551724140,30.655172413793100,2.413793103448280
2996,177M-D,5440.675934930270,12743.90243902440,13:00:00,40,38.44827586206900,36.03448275862070,2.413793103448280
2997,177M-D,5440.675934930270,12743.90243902440,14:00:00,40,33.275862068965500,30.862068965517200,2.413793103448280
2998,177M-D,5440.675934930270,12743.90243902440,15:00:00,40,34.44827586206900,32.03448275862070,2.413793103448280
2999,177M-D,5440.675934930270,12743.90243902440,16:00:00,40,27.413793103448300,25.0,2.413793103448280
3000,177M-D,5440.675934930270,12743.90243902440,17:00:00,40,31.517241379310300,29.103448275862100,2.413793103448280
3001,177M-U,5428.299014676920,12524.39024390240,06:00:00,40,41.55555555555560,38.96296296296300,2.5925925925925900
3002,177M-U,5428.299014676920,12524.39024390240,07:00:00,40,30.925925925925900,28.333333333333300,2.5925925925925900
3003,177M-U,5428.299014676920,12524.39024390240,08:00:00,40,42.370370370370400,39.77777777777780,2.5925925925925900
3004,177M-U,5428.299014676920,12524.39024390240,09:00:00,40,36.18518518518520,33.592592592592600,2.5925925925925900
3005,177M-U,5428.299014676920,12524.39024390240,10:00:00,40,31.74074074074070,29.14814814814820,2.5925925925925900
3006,177M-U,5428.299014676920,12524.39024390240,11:00:00,40,34.111111111111100,31.51851851851850,2.5925925925925900
3007,177M-U,5428.299014676920,12524.39024390240,12:00:00,40,40.22222222222220,37.629629629629600,2.5925925925925900
3008,177M-U,5428.299014676920,12524.39024390240,13:00:00,40,39.592592592592600,37.0,2.5925925925925900
3009,177M-U,5428.299014676920,12524.39024390240,14:00:00,40,38.074074074074100,35.48148148148150,2.5925925925925900
3010,177M-U,5428.299014676920,12524.39024390240,15:00:00,40,40.7037037037037,38.111111111111100,2.5925925925925900
3011,177M-U,5428.299014676920,12524.39024390240,16:00:00,40,36.074074074074100,33.48148148148150,2.5925925925925900
3012,177M-U,5428.299014676920,12524.39024390240,17:00:00,40,31.814814814814800,29.22222222222220,2.5925925925925900
3013,179-D,5467.269339238050,12743.90243902440,06:00:00,40,31.75862068965520,29.344827586206900,2.413793103448280
3014,179-D,5467.269339238050,12743.90243902440,07:00:00,40,38.06896551724140,35.6551724137931,2.413793103448280
3015,179-D,5467.269339238050,12743.90243902440,08:00:00,40,31.620689655172400,29.20689655172410,2.413793103448280
3016,179-D,5467.269339238050,12743.90243902440,09:00:00,40,29.586206896551700,27.17241379310350,2.413793103448280
3017,179-D,5467.269339238050,12743.90243902440,10:00:00,40,31.724137931034500,29.310344827586200,2.413793103448280
3018,179-D,5467.269339238050,12743.90243902440,11:00:00,40,38.62068965517240,36.206896551724100,2.413793103448280
3019,179-D,5467.269339238050,12743.90243902440,12:00:00,40,31.551724137931000,29.137931034482800,2.413793103448280
3020,179-D,5467.269339238050,12743.90243902440,13:00:00,40,40.03448275862070,37.62068965517240,2.413793103448280
3021,179-D,5467.269339238050,12743.90243902440,14:00:00,40,35.44827586206900,33.03448275862070,2.413793103448280
3022,179-D,5467.269339238050,12743.90243902440,15:00:00,40,31.517241379310300,29.103448275862100,2.413793103448280
3023,179-D,5467.269339238050,12743.90243902440,16:00:00,40,40.41379310344830,38.0,2.413793103448280
3024,179-D,5467.269339238050,12743.90243902440,17:00:00,40,27.20689655172410,24.79310344827590,2.413793103448280
3025,179-U,5481.446666669410,12743.90243902440,06:00:00,40,33.48275862068970,31.06896551724140,2.413793103448280
3026,179-U,5481.446666669410,12743.90243902440,07:00:00,40,40.689655172413800,38.275862068965500,2.413793103448280
3027,179-U,5481.446666669410,12743.90243902440,08:00:00,40,31.620689655172400,29.20689655172410,2.413793103448280
3028,179-U,5481.446666669410,12743.90243902440,09:00:00,40,26.482758620689700,24.06896551724140,2.413793103448280
3029,179-U,5481.446666669410,12743.90243902440,10:00:00,40,29.79310344827590,27.379310344827600,2.413793103448280
3030,179-U,5481.446666669410,12743.90243902440,11:00:00,40,37.310344827586200,34.89655172413790,2.413793103448280
3031,179-U,5481.446666669410,12743.90243902440,12:00:00,40,34.96551724137930,32.55172413793100,2.413793103448280
3032,179-U,5481.446666669410,12743.90243902440,13:00:00,40,34.6551724137931,32.241379310344800,2.413793103448280
3033,179-U,5481.446666669410,12743.90243902440,14:00:00,40,34.93103448275860,32.51724137931030,2.413793103448280
3034,179-U,5481.446666669410,12743.90243902440,15:00:00,40,38.03448275862070,35.62068965517240,2.413793103448280
3035,179-U,5481.446666669410,12743.90243902440,16:00:00,40,37.793103448275900,35.37931034482760,2.413793103448280
3036,179-U,5481.446666669410,12743.90243902440,17:00:00,40,38.55172413793100,36.13793103448280,2.413793103448280
3037,18-D,5250.664369875430,11646.341463414600,06:00:00,40,38.73684210526320,35.05263157894740,3.6842105263157900
3038,18-D,5250.664369875430,11646.341463414600,07:00:00,40,39.421052631578900,35.73684210526320,3.6842105263157900
